Codes,Names,Lone parent household (%),BAME (%),English as first language (%),Social rented (%),Private rented (%),% Highest level of qualification: Level 2 qualifications,Unemployment rate,Median Household Income (£)
E01002641,Hounslow 018A,14,70.6,67.2,24.6,33.9,7.9,7.1,28343
E01002648,Hounslow 018C,11.9,70.3,63.3,13.7,40.4,9.2,7.0,28483
E01002649,Hounslow 018D,13.7,60.7,65.9,15.8,42.6,9.9,4.9,27792
E01002657,Hounslow 018E,10.6,43.2,85.2,3.8,20.9,12.7,4.7,39314
E01033083,Hounslow 018F,5.4,85,54.7,9.6,65.6,4.4,4.9,42279
E01033084,Hounslow 018G,13.3,64.7,63.3,14.7,47.8,8.0,8.7,26678
E01002653,Hounslow 019A,9,68.8,78.4,2.4,19.7,12.8,5.5,32917
E01002654,Hounslow 019B,9.4,48.5,80,3.6,18.1,14.4,6.0,35241
E01002655,Hounslow 019C,9,48.7,80.9,2.7,24.6,12.2,5.9,37098
E01002656,Hounslow 019D,11.5,30.5,91.2,7.9,12.1,12.7,5.6,36866
E01002659,Hounslow 019E,12.9,40.6,84.3,13.5,17.3,13.4,5.6,32038
E01002667,Hounslow 020A,13.1,28.2,89.4,30,19.8,12.5,6.0,36499
E01002670,Hounslow 020B,11.2,27.7,88.1,10.5,21.8,13.9,6.4,33272
E01002671,Hounslow 020C,12.7,17.4,92.8,21.5,8.5,11.3,5.0,37866
E01002672,Hounslow 020D,12.2,50.7,79.4,44.2,26.4,13.3,7.9,26462
E01002673,Hounslow 020E,28.7,59.7,72,81.5,5.6,13.2,9.6,19867
E01002647,Hounslow 021A,16.6,70.2,71,28,21.6,11.4,10.2,27727
E01002650,Hounslow 021B,14.9,78.4,64.3,22,28.2,10.2,6.6,27781
E01002651,Hounslow 021C,10.9,79.8,63.8,11.6,31.1,10.9,5.3,28729
E01002652,Hounslow 021D,9.1,75.1,72.5,8.1,26.9,12.5,7.8,28827
E01002666,Hounslow 021E,17,74.3,66.1,9.8,25.6,10.2,8.4,26350
E01002555,Hounslow 022A,11,47.4,81.9,6.9,18.6,13.1,5.0,29805
E01002556,Hounslow 022B,11.1,38.5,87.3,14.4,17.4,15.0,5.5,29068
E01002590,Hounslow 022C,14.9,33.1,82.2,20.7,19.1,13.3,5.2,28472
E01002592,Hounslow 022D,16.2,42.3,82.1,29,21.2,14.0,5.8,26258
E01002595,Hounslow 022E,15,37,85.8,33.6,10.4,13.3,6.5,26445
E01002557,Hounslow 023A,10.9,31.8,87.1,25.8,18,13.6,5.9,27259
E01002558,Hounslow 023B,15.5,34.3,83.7,34.4,14.1,14.6,9.2,26210
E01002559,Hounslow 023C,13.1,34.5,81.4,28.2,25.3,14.7,5.6,27571
E01002560,Hounslow 023D,15,29.7,89.3,28.3,9.9,12.3,7.7,26043
E01002561,Hounslow 023E,23,32.3,83.8,53.7,6.9,17.0,8.3,23928
E01002591,Hounslow 024A,16.6,28.5,88,27,8.8,15.3,5.4,27013
E01002593,Hounslow 024B,7.9,38.5,81.2,13.7,17.5,12.3,5.1,29040
E01002594,Hounslow 024C,15.3,52.3,81.5,8.9,17.9,12.2,7.4,28311
E01002611,Hounslow 024D,14.9,31.5,86.9,19.5,10.7,14.9,6.1,29551
E01002612,Hounslow 024E,16.3,34.1,84.5,29.6,14.6,12.4,6.7,27311
E01002613,Hounslow 024F,12.6,36.5,84.2,15.6,12.8,16.0,6.5,28593
E01002598,Hounslow 025B,18.3,32.1,84.4,30.7,16.5,15.0,8.2,25054
E01002599,Hounslow 025C,18.1,29.9,84.5,32.5,7.9,13.9,7.3,26368
E01002600,Hounslow 025D,16,26.8,86,32.3,11.3,13.6,5.9,26120
E01002603,Hounslow 025E,20.3,37.4,79.9,30.3,18.2,13.7,7.0,29124
E01033000,Hounslow 025F,23.2,43,81.6,74.1,9.2,13.6,9.2,23741
E01033030,Hounslow 025G,9.8,60.8,70.4,16.6,42.8,7.6,6.0,36032
E01002604,Hounslow 026A,28.7,39.4,82.3,72.4,6.3,16.4,12.7,23281
E01002605,Hounslow 026B,13.7,31.8,85.8,32,15.3,13.9,7.8,25273
E01002606,Hounslow 026C,19.5,34.1,84.9,64.7,6.4,14.0,12.0,22144
E01002607,Hounslow 026D,16.3,36.1,80.6,18.2,18.9,13.7,5.6,27643
E01002615,Hounslow 026E,19,40.3,85.3,58.3,6.6,14.6,7.1,23627
E01002596,Hounslow 027A,13.7,39.8,81.2,15.7,35.9,17.2,5.5,28092
E01002601,Hounslow 027B,14.6,30,83.8,8.9,24,14.8,4.5,30037
E01002602,Hounslow 027C,9.4,14.1,95.2,5.1,8.9,19.0,4.4,34496
E01002614,Hounslow 027D,13.7,30.1,83.5,8.8,29.3,12.8,5.7,30010
E01002616,Hounslow 027E,12.5,22.2,90.7,13.1,9.5,15.8,5.9,29989
E01002608,Hounslow 028A,18.2,31.9,86.8,37.4,12.7,12.2,8.3,26366
E01002609,Hounslow 028B,9.6,22.6,92.4,8.1,10.8,17.6,6.1,31576
E01002610,Hounslow 028C,19,30.5,88.1,42.1,7.4,16.6,7.9,26698
E01002617,Hounslow 028D,10.9,19.9,92.4,6.4,10.6,17.3,3.9,37961
E01002687,Hounslow 029A,6.1,18.4,86.1,9.7,40.3,6.7,4.4,51707
E01002691,Hounslow 029B,8.3,34,79.4,1.9,34.3,8.4,4.2,41847
E01002692,Hounslow 029C,8.3,28.8,82.2,19.6,41.5,8.0,5.4,43565
E01002693,Hounslow 029D,6.2,20.1,87,16.2,32.8,8.1,3.4,47089
E01032573,Hounslow 029E,4,20.6,85.8,6.2,46.4,8.0,3.6,51505
E01003006,Kingston upon Thames 001A,10.3,20.5,87.6,7.9,16.9,11.3,3.9,48372
E01003007,Kingston upon Thames 001B,8,18.6,91.3,4.6,9.8,11.2,3.5,48423
E01003008,Kingston upon Thames 001C,8.2,18.8,94.7,0.8,7.6,11.7,2.5,54103
E01003009,Kingston upon Thames 001D,9.2,18.7,91.8,14.9,14.1,11.5,4.0,43361
E01003010,Kingston upon Thames 001E,7.4,12.1,94.8,6.3,13.7,11.5,3.9,58868
E01002952,Kingston upon Thames 002A,6.2,32.6,85,1,14.6,11.3,2.7,75477
E01002953,Kingston upon Thames 002B,5.5,39.1,84.1,2.6,21,10.4,2.9,57838
E01002955,Kingston upon Thames 002C,7.4,39.1,85.6,4.3,24,10.5,4.6,37995
E01002956,Kingston upon Thames 002D,10.3,33.9,82.8,7.3,13.5,10.6,2.1,52944
E01002959,Kingston upon Thames 002E,4.6,37.8,88.5,0.4,9,11.5,3.9,65689
E01002935,Kingston upon Thames 003A,5.2,24.2,86.5,5.4,41.7,10.3,3.4,39747
E01002938,Kingston upon Thames 003B,7.5,15.8,93.1,8.4,20.3,8.9,3.4,51296
E01002951,Kingston upon Thames 003C,8.2,22.4,84.8,3,30.4,9.3,5.5,49780
E01002954,Kingston upon Thames 003D,9.2,35.8,78.9,14,40.9,8.0,4.6,35882
E01002957,Kingston upon Thames 003E,16.4,45.4,80.6,42.8,28,12.3,7.0,27577
E01002933,Kingston upon Thames 004A,11.3,18.6,93.2,36.1,14.5,11.4,6.0,36147
E01002934,Kingston upon Thames 004B,5.9,16.6,92.4,6.9,29.7,9.6,3.2,54353
E01002937,Kingston upon Thames 004D,4.8,15.6,95.2,4.3,15,8.3,3.1,51197
E01003011,Kingston upon Thames 004E,7.4,16.7,93.8,7.1,20.5,11.2,4.5,48880
E01033568,Kingston upon Thames 004F,11.3,38.6,78.7,15,49,7.6,4.5,38979
E01033569,Kingston upon Thames 004G,8,24.3,84.1,7.6,42.5,10.3,3.4,41573
E01002964,Kingston upon Thames 005A,8.2,24,90,33.9,28.3,9.4,4.3,30823
E01002969,Kingston upon Thames 005B,21.2,45,76.7,78,9.8,12.4,12.1,20510
E01002971,Kingston upon Thames 005C,7,19.3,90.2,14.5,25.8,9.1,3.8,35316
E01002972,Kingston upon Thames 005D,8.5,27,86.4,14.9,37.1,9.4,5.7,32510
E01002974,Kingston upon Thames 005E,9.5,28.7,85,22.7,22.9,10.9,4.8,35771
E01002932,Kingston upon Thames 006A,17.7,36.2,81.6,40.9,18.4,13.3,9.8,28071
E01002960,Kingston upon Thames 006B,6.3,41.1,86.4,4.4,19.9,11.2,3.0,48093
E01002962,Kingston upon Thames 006C,13.9,37.2,83.4,21.9,12.9,12.2,6.9,32418
E01002970,Kingston upon Thames 006D,16.7,28.8,81.9,27,24.4,12.4,7.7,27734
E01002973,Kingston upon Thames 006E,17,38.8,79.1,27.7,24.9,13.9,8.7,27784
E01002929,Kingston upon Thames 007A,6,23.7,89.6,3.1,17,11.7,3.9,53284
E01002930,Kingston upon Thames 007B,10.7,34.7,80.5,8.5,36.7,12.1,4.7,35165
E01002931,Kingston upon Thames 007C,9.2,34.6,86.1,3.1,14.8,11.2,3.8,44525
E01002963,Kingston upon Thames 007D,7.9,33,78.6,9.2,38.9,10.8,4.8,36103
E01002985,Kingston upon Thames 007E,9.3,56.2,72,7.5,24.4,12.5,5.2,34124
E01002927,Kingston upon Thames 008A,7.7,32,87.3,9,13.7,12.5,5.1,34903
E01002928,Kingston upon Thames 008B,8.3,33.5,79.5,3,30.8,11.3,3.7,36355
E01002958,Kingston upon Thames 008C,8.6,20.2,91.2,3.9,15.3,11.0,4.2,41775
E01002961,Kingston upon Thames 008D,6.4,32.2,90.1,2,12.6,11.7,2.9,51647
E01002986,Kingston upon Thames 008E,8.3,37,86.2,11.7,13.6,13.6,5.8,35913
E01002965,Kingston upon Thames 009A,7.4,25.6,87.4,13.4,42,9.9,3.9,34279
E01002967,Kingston upon Thames 009B,5.3,17.4,91.9,3,38.2,8.0,3.2,45794
E01002968,Kingston upon Thames 009C,4,31.2,79.6,6.3,46.6,9.6,4.2,36269
E01002990,Kingston upon Thames 009D,3.1,20.1,89.1,5.8,47.6,8.1,4.2,40550
E01002991,Kingston upon Thames 009E,3.4,17.9,90.1,3.4,33.4,10.0,3.1,44970
E01002922,Kingston upon Thames 010A,4.6,13.8,92.8,13.1,21.2,10.4,3.1,47367
E01002926,Kingston upon Thames 010B,8.6,16.2,93.7,2.2,20.7,13.3,3.8,46100
E01002966,Kingston upon Thames 010C,7.5,13.7,93.4,8.9,28.6,10.1,4.5,40311
E01002992,Kingston upon Thames 010D,6.8,24.4,91.3,6.4,24,11.7,2.7,36705
E01002921,Kingston upon Thames 011A,4.8,23.4,88.3,14.5,46.9,7.5,5.5,34506
E01002987,Kingston upon Thames 011B,4.9,23.7,87.3,12.7,43.7,9.9,7.6,34366
E01002988,Kingston upon Thames 011C,7.9,25.6,93.2,9.6,37.4,11.2,3.2,43602
E01002989,Kingston upon Thames 011D,4.3,15.5,92.5,2.9,36.5,7.5,2.4,51716
E01002975,Kingston upon Thames 012A,11.2,49.5,83,5.8,15.1,12.9,4.4,39069
E01002977,Kingston upon Thames 012B,14.8,32.2,87.6,32,11.5,15.1,7.1,30431
E01002980,Kingston upon Thames 012C,8.9,37.7,86.3,1.5,9.8,14.3,4.2,41248
E01002981,Kingston upon Thames 012D,7.3,46,84.2,1.9,11.2,15.5,3.6,44496
E01002984,Kingston upon Thames 012E,7.5,39.3,81.5,22.8,17.2,11.0,4.3,36853
E01002923,Kingston upon Thames 013A,11.2,25.4,91.5,57.5,17.6,11.2,7.5,25407
E01002925,Kingston upon Thames 013B,5.5,16,92.7,7.9,38.8,9.8,3.6,41287
E01002993,Kingston upon Thames 013C,5,17.7,91.7,5.5,47.9,9.4,2.5,40200
E01002995,Kingston upon Thames 013D,3.3,20.3,94.4,1.2,25.1,8.9,2.0,56324
E01002999,Kingston upon Thames 013E,5.5,23.5,87.8,12.8,45.4,9.3,6.6,33525
E01002915,Kingston upon Thames 014A,6.1,32.1,91.2,1.9,7.9,14.9,4.4,37492
E01002916,Kingston upon Thames 014B,5.4,27.7,92.5,1.7,10,16.3,4.6,41815
E01002917,Kingston upon Thames 014C,6.4,21.2,94.8,0.2,6.4,15.5,3.9,45041
E01002920,Kingston upon Thames 014D,3.9,18.6,95.1,5.2,6.2,12.0,3.1,45960
E01002924,Kingston upon Thames 014E,5.7,13.8,96.1,1.1,6.4,13.2,3.9,58244
E01002976,Kingston upon Thames 015A,8.4,19.2,92.8,3.7,10.5,15.5,3.3,37199
E01002978,Kingston upon Thames 015B,7,27.9,91.2,3.2,13.2,14.0,4.7,47331
E01002979,Kingston upon Thames 015C,8,21.9,91.9,5.7,14,14.1,3.4,42880
E01002982,Kingston upon Thames 015D,9.3,36.7,86.5,7.9,10.1,13.5,3.1,38718
E01002983,Kingston upon Thames 015E,7.4,31.4,90.4,3.2,6.4,15.7,3.7,48045
E01002994,Kingston upon Thames 016A,5.6,18.7,90,3.2,22.3,9.0,4.1,48609
E01002996,Kingston upon Thames 016B,6.6,14.8,94.4,2.4,25.6,11.5,2.6,46783
E01002997,Kingston upon Thames 016C,4.3,16.2,96.6,3.4,21.4,12.7,3.5,49679
E01002998,Kingston upon Thames 016D,17.8,21.7,88.2,22.9,16.2,13.1,4.5,34185
E01003002,Kingston upon Thames 016E,10.2,22.9,90.5,24.1,20.6,12.2,5.8,33833
E01002918,Kingston upon Thames 017A,15.9,34.3,83.7,3.6,16.7,15.2,4.9,32443
E01002919,Kingston upon Thames 017B,14.2,42.8,80.3,14.1,28,15.2,6.1,30727
E01003000,Kingston upon Thames 017C,14.8,30.1,90.3,22.7,11.4,15.2,5.2,31570
E01003001,Kingston upon Thames 017D,11,37.3,85.8,1.6,12.9,13.8,3.8,34841
E01003003,Kingston upon Thames 017E,11.5,31.1,85.9,3.3,27.2,12.7,4.8,33230
E01002939,Kingston upon Thames 018A,10.9,19.8,89.8,12.7,16.2,16.6,4.8,32402
E01002941,Kingston upon Thames 018B,7.5,12.3,93.2,11.6,7.6,17.5,4.1,34776
E01002942,Kingston upon Thames 018C,9.6,10.1,96.7,5.9,5.7,16.8,3.1,35971
E01003004,Kingston upon Thames 018D,11.8,24.8,92.4,4.7,17.1,16.0,4.7,35011
E01003005,Kingston upon Thames 018E,10.7,15.7,93.3,3.9,8.9,16.4,3.0,33909
E01002944,Kingston upon Thames 019A,13.2,18.3,93.1,11.2,6.9,17.7,4.0,33496
E01002945,Kingston upon Thames 019B,10.4,9.3,95.4,5.8,9.3,15.9,3.2,34241
E01002946,Kingston upon Thames 019C,12.4,10,97.5,2.5,8.6,18.6,4.7,35584
E01002947,Kingston upon Thames 019D,8.9,9.7,96,2.8,8.9,18.4,3.2,36300
E01002940,Kingston upon Thames 020A,16.6,16.1,93.2,21.2,7,15.7,5.3,31609
E01002943,Kingston upon Thames 020B,15.2,13,94.9,26,7.1,15.2,5.3,31983
E01002948,Kingston upon Thames 020C,12.8,18.2,93.1,17.9,13,17.1,4.5,35210
E01002949,Kingston upon Thames 020D,9,16.7,94.1,7.8,8.1,17.8,4.4,35081
E01002950,Kingston upon Thames 020E,15.3,11.5,94.2,29.3,9.5,15.5,5.8,30277
E01003472,Merton 001A,5.2,14.7,94.2,0.8,13.9,9.6,2.8,58959
E01003473,Merton 001B,5.3,21.3,88.3,1,31.3,8.5,2.8,53952
E01003474,Merton 001C,2.9,12.1,92.1,2.1,22.3,7.4,2.9,72913
E01003475,Merton 001D,12,28.9,87.1,16.8,35.1,8.9,4.5,32911
E01003478,Merton 001E,4.8,16.1,92.2,1.8,24.1,9.3,1.8,52830
E01003460,Merton 002A,5,11,93.4,13.3,23.4,11.4,3.5,65700
E01003462,Merton 002B,5.3,15.6,93.2,9.8,16,10.1,3.3,64139
E01003464,Merton 002C,5.6,24.8,85.6,4.9,18.5,11.0,3.3,65060
E01003465,Merton 002D,4.7,16.2,91.9,1.3,15.5,9.8,1.9,78144
E01003400,Merton 003A,4.2,21.1,89.1,6.1,46,6.5,2.8,51157
E01003454,Merton 003B,4.9,20.6,92,8.7,29.8,8.4,2.6,52422
E01003456,Merton 003C,3.9,21.6,87.3,6,45.4,8.2,4.9,50184
E01003476,Merton 003D,12.2,25.6,90.2,21.6,26.6,12.6,3.4,45886
E01003477,Merton 003E,7.5,17.8,91.4,4.7,30.9,8.9,2.8,50869
E01003401,Merton 004A,3.4,24.9,87.9,14.1,39.3,5.5,3.0,54021
E01003402,Merton 004B,4.7,26.8,82.6,5,40.6,6.4,2.9,57107
E01003403,Merton 004C,3.9,15.4,89,6.3,34.9,7.4,3.8,55699
E01003404,Merton 004D,3.5,21.3,87.9,15.6,36.1,6.4,3.9,48993
E01003461,Merton 004E,3.1,12.1,91.9,1.3,42,6.5,2.4,62269
E01003367,Merton 005A,6.8,40.6,84,7.5,41.4,11.1,3.8,34011
E01003369,Merton 005B,7.2,34.4,81.8,7.4,41,9.7,4.8,31808
E01003370,Merton 005C,6.3,36.3,78.5,9.7,46.8,9.2,4.1,31121
E01003371,Merton 005D,6.9,33.9,84.2,6.2,31.9,10.2,4.2,34237
E01003455,Merton 005E,8.1,24.3,85.4,10.9,37.1,8.9,4.1,39304
E01003359,Merton 006A,6.4,28.3,88,22.2,32.6,8.3,3.7,32662
E01003360,Merton 006B,3.8,20.4,88.9,3.1,33.4,7.0,2.7,48589
E01003457,Merton 006C,4.3,15.4,94.2,5.8,23.4,5.8,3.0,56645
E01003458,Merton 006D,4,20.2,88.5,3.3,32.6,6.5,2.3,50941
E01003459,Merton 006E,12.3,29,88,28.9,31.7,9.3,5.3,32884
E01003394,Merton 007A,9.4,56.9,67.5,2.2,33.3,11.6,6.4,27554
E01003395,Merton 007B,11.3,64.3,80.3,1.2,18.7,13.5,6.5,29368
E01003396,Merton 007C,10.9,59.1,75.7,2.8,31.8,10.2,5.5,30390
E01003397,Merton 007D,9,58.2,77.6,4.8,29.8,12.6,6.2,28652
E01003398,Merton 007E,13.2,62.6,78.7,5.5,26.9,13.8,6.9,29712
E01003368,Merton 008A,10.6,52.3,79.2,10.6,26.1,13.1,6.3,28716
E01003372,Merton 008B,15.6,43.8,82.6,38.8,25.2,12.7,7.4,26063
E01003393,Merton 008C,9,43.9,65.3,6.5,51.9,10.9,7.8,27785
E01003406,Merton 008D,22.8,49.5,80.7,34.8,18.9,15.4,9.2,27218
E01003407,Merton 008E,7.3,43.7,72.7,6.6,47.4,9.2,5.9,30285
E01003355,Merton 009A,4.4,21.6,85.4,3,49.9,7.1,3.9,44062
E01003356,Merton 009B,5.9,23.8,89.2,6.5,29.2,7.7,2.2,48333
E01003358,Merton 009C,4.2,24.7,85,3.6,46.6,6.9,4.0,48831
E01003383,Merton 009D,4,21.7,89,2.3,43.5,6.0,3.5,52255
E01003384,Merton 009E,5.3,19.3,92.8,5.8,37.7,8.3,2.9,52732
E01003442,Merton 010A,6,19.9,89.3,6.3,25.5,10.0,2.1,59028
E01003443,Merton 010B,5.4,9.7,94.2,2.7,18.5,9.8,3.5,61487
E01003444,Merton 010C,5.9,13.2,92.1,5.3,27.2,9.2,3.3,51431
E01003445,Merton 010D,7.9,22.2,93.8,9.1,13.4,10.2,3.8,49156
E01003463,Merton 010E,5.9,24.7,86.9,0.9,15.5,11.8,3.3,68125
E01003380,Merton 011A,7.4,17.4,92.1,3.7,25.6,9.5,3.7,46842
E01003382,Merton 011B,5.2,16.7,92.8,3.8,30.6,9.7,3.1,44842
E01003385,Merton 011C,3.5,18,93.1,4.3,27.2,8.7,2.8,56439
E01003399,Merton 011D,6.5,21.3,90.9,10.8,34.1,8.8,4.0,47826
E01003423,Merton 011E,6.8,16,91.7,2.3,30.4,9.2,4.3,45792
E01003357,Merton 012A,16.1,40.4,79.2,45.9,21.6,13.2,7.6,24735
E01003376,Merton 012B,19.6,44.9,81.3,43.2,15.6,13.7,8.3,24350
E01003377,Merton 012C,24.1,52.4,79.1,55.9,16.2,14.5,12.3,20421
E01003408,Merton 012D,8.9,30.1,78.4,11.8,35.5,10.3,6.7,30443
E01003410,Merton 012E,15.9,49.6,75.1,22.2,32.1,11.1,6.3,26020
E01003386,Merton 013A,16.3,62.5,72.2,11.8,35.5,15.3,6.6,26976
E01003388,Merton 013B,16.1,55.2,83.4,25.9,19,13.2,7.0,25947
E01003389,Merton 013C,15.8,55.4,79.6,9.7,32,14.0,6.8,26742
E01003392,Merton 013D,11.6,58.4,79.4,6.8,25.9,12.7,6.6,28863
E01003409,Merton 013E,15.7,57.7,78.5,26.9,18.7,13.5,8.4,25314
E01003387,Merton 014A,20.4,52.4,84.5,31.9,16,14.4,10.5,24604
E01003391,Merton 014B,20.4,53.7,87.9,47.8,12.1,13.7,12.6,21756
E01003411,Merton 014C,15.6,49.5,79.3,17.2,24.6,13.5,7.6,27376
E01003412,Merton 014D,17.9,60.2,80.6,26.5,15.4,13.9,9.8,26223
E01003435,Merton 014E,15.1,45.8,88.6,4.5,11.6,15.9,6.7,29390
E01003361,Merton 015A,8.1,31.1,85.5,6.6,24.3,11.4,5.5,34048
E01003424,Merton 015B,6.3,17.4,94.3,0.5,8.4,10.6,1.7,55347
E01003425,Merton 015C,7.1,25.4,95.1,0.8,8.9,13.4,2.9,51518
E01003426,Merton 015D,8.4,43,84.4,0.8,18.4,8.6,5.5,42879
E01003428,Merton 015E,4.2,19.2,93.7,12,25.3,9.1,3.9,49057
E01003366,Merton 016A,8.2,25.7,90.3,15.6,23.4,11.1,4.5,31508
E01003381,Merton 016B,3.3,15.4,91.1,2.8,36.2,7.5,2.2,44088
E01003446,Merton 016C,5.6,22.9,85.5,7.4,43.9,8.2,4.4,38146
E01003447,Merton 016D,12,30.2,86.4,33.1,24.6,11.6,4.8,28073
E01003471,Merton 016E,7.6,24.7,88.9,13.1,20.7,11.6,5.1,41275
E01003413,Merton 017A,15.8,60.3,79.8,9,21.2,13.8,8.2,28402
E01003414,Merton 017B,15,67.1,82.4,1.7,16.9,15.5,6.6,28549
E01003415,Merton 017C,15.5,61.8,85.8,2,15,16.7,7.4,29604
E01003416,Merton 017D,13.1,50,86.9,3.9,13.1,14.3,6.9,29782
E01003434,Merton 017E,14.4,55.7,85.4,4.9,14,16.1,5.1,29963
E01003373,Merton 018A,25.6,52.6,80.8,55.2,13.4,13.7,9.4,20130
E01003378,Merton 018B,17.6,49.1,81,23.5,19.4,14.8,9.0,26770
E01003379,Merton 018C,15.9,51.5,79.6,43.5,20.8,13.1,9.2,22126
E01003390,Merton 018D,20.7,61.7,73.8,58.6,17.5,14.8,12.3,19577
E01003405,Merton 018E,14.4,52.3,80.5,28.7,19.5,13.0,7.7,24759
E01003429,Merton 019A,16.2,51.3,87.8,7.3,13.4,16.6,5.5,30326
E01003430,Merton 019B,22.4,64.8,86.6,43.1,15.4,18.2,10.5,22134
E01003431,Merton 019C,26.2,57.4,88.1,40.9,11.7,16.7,11.4,24239
E01003432,Merton 019D,28.7,56.4,88.4,53.7,6.5,18.3,11.7,22585
E01003433,Merton 019E,15.6,61.9,88.4,12.5,18,14.1,9.6,26762
E01003466,Merton 020A,7.8,24.1,91.2,0.7,13.5,12.0,4.0,43661
E01003467,Merton 020B,6,21.2,94.8,4,13.8,13.0,3.3,45395
E01003468,Merton 020C,7.6,19.1,94,1.6,11.1,13.1,4.4,42495
E01003469,Merton 020D,12.7,49.4,76.8,8.2,22.8,13.3,6.6,30229
E01003470,Merton 020E,8.9,40.8,82.7,3.8,19.4,13.3,4.1,34406
E01003362,Merton 021A,9.8,18.8,93,4,8.6,14.1,4.8,39403
E01003363,Merton 021B,7.5,25.2,90.8,0.7,8.1,16.7,3.6,36641
E01003364,Merton 021C,7.4,22.1,92.7,4.3,6.3,15.4,3.9,35715
E01003365,Merton 021D,7.2,28.9,92,1,8.2,13.0,4.2,40850
E01003421,Merton 021E,6.1,25.6,89.4,10.9,17.5,13.3,4.8,32273
E01003374,Merton 022A,18.3,44,85.2,25.8,21.8,12.1,8.5,25462
E01003375,Merton 022B,10.4,37.2,84.7,17.9,20.6,13.2,6.9,28810
E01003437,Merton 022C,8.1,38.9,87,12.7,17.4,13.4,5.5,29994
E01003440,Merton 022D,13.4,38,84.4,25,16.4,14.8,7.9,26153
E01003441,Merton 022E,16.4,46.3,84.4,28.8,19,13.7,7.6,25891
E01003427,Merton 023A,9.3,49,72.5,5.4,39,13.6,7.4,29506
E01003436,Merton 023B,15,33.9,85.5,28.9,12.1,14.3,6.4,25806
E01003439,Merton 023C,15.9,42.5,77.9,22.1,33.9,15.5,9.6,25492
E01003448,Merton 023D,17.7,36.7,83,32.6,13.9,12.9,9.6,25072
E01003453,Merton 023E,12.2,38.6,78.5,24.2,22.3,12.4,6.9,25649
E01003438,Merton 024A,15.7,32.9,82.9,35.1,12.2,15.1,8.9,24789
E01003449,Merton 024B,10.5,45,82.9,21.4,18.8,11.4,5.3,27981
E01003450,Merton 024C,17.3,31.6,85.4,32.7,11.6,15.7,8.6,25485
E01003451,Merton 024D,9.2,25.8,91.6,13,6.4,16.2,5.0,32119
E01003452,Merton 024E,15.3,31.8,87.2,55.3,9.4,13.7,5.8,24745
E01003417,Merton 025A,12,16.6,95.1,1.8,7.7,15.2,4.3,32009
E01003418,Merton 025B,9,19.3,94.5,1.3,5.5,18.0,4.3,32130
E01003419,Merton 025C,11.5,23.3,91.3,3.3,10,16.0,4.1,31266
E01003420,Merton 025D,10.9,22.5,91.5,2.2,10.3,17.0,3.5,31724
E01003422,Merton 025E,8.8,24,93.2,3.9,9.9,14.2,3.6,32129
E01003744,Redbridge 001A,6.6,19,98,2.2,11,15.2,4.6,51617
E01003745,Redbridge 001B,4.6,22.7,96.3,0.2,3.7,16.5,2.7,64816
E01003746,Redbridge 001C,4.1,15.5,96.4,1.4,11.8,15.1,3.2,54442
E01003747,Redbridge 001D,6.5,22.3,98,6.3,2.9,16.3,3.4,57253
E01003748,Redbridge 001E,4.5,20.3,95.6,1,15,12.9,4.2,59842
E01003749,Redbridge 001F,7.6,27.8,91.2,1.5,20.4,12.8,4.7,47128
E01003750,Redbridge 001G,7.5,19.9,95,15,17,11.5,3.1,43601
E01003720,Redbridge 002A,16.4,26.9,92.3,35.2,11.6,13.5,8.1,25692
E01003722,Redbridge 002B,17.7,28.3,89.6,25.1,10.4,14.5,9.8,26185
E01003723,Redbridge 002C,17.3,28,90.9,32.2,7.5,14.4,8.8,26292
E01003726,Redbridge 002D,21.3,34.5,86.7,38.4,12,15.9,11.0,24827
E01003721,Redbridge 003A,16.1,40.3,89.2,15.4,13.6,15.3,7.7,30196
E01003724,Redbridge 003B,16,32.3,90.8,11.9,11.7,14.4,6.0,31973
E01003725,Redbridge 003C,22.2,27.4,90.3,21.1,21.2,17.6,9.4,27795
E01003727,Redbridge 003D,16.8,21.4,90.1,32.4,10.7,14.9,9.2,25060
E01003654,Redbridge 004A,14.8,34.4,92.5,12.6,13.8,12.9,5.2,35373
E01003655,Redbridge 004B,10.4,22.9,91.9,5.1,18.2,14.0,5.8,43216
E01003658,Redbridge 004C,16.3,40.5,84,39.1,13.9,13.7,8.5,28252
E01003660,Redbridge 004D,12.4,17.6,95,2,12.4,14.9,4.7,42891
E01003656,Redbridge 005A,15.7,25.3,93.9,28.9,13.2,14.4,7.8,28455
E01003657,Redbridge 005B,13.1,23.3,93.4,7,18.7,14.5,6.6,35204
E01003659,Redbridge 005C,13.9,34.1,91.2,2,12.4,16.2,5.9,38389
E01003698,Redbridge 006A,12.3,27.9,91.5,3.5,12.3,15.2,4.6,36932
E01003699,Redbridge 006B,11.8,26.6,92.3,3.7,14.1,15.6,4.5,35046
E01003700,Redbridge 006C,13.5,39.9,91.2,13.3,17,16.0,6.1,31389
E01003701,Redbridge 006D,12.5,50.9,81,5.9,25.7,14.2,7.2,31608
E01003702,Redbridge 006E,12,28.5,89.4,5.2,26.1,15.1,6.2,30251
E01003703,Redbridge 006F,11.4,32.5,90.7,10.2,17,16.9,6.8,42484
E01003704,Redbridge 006G,18.6,34,89.6,23,15.6,16.7,9.3,29126
